"URN","LinkURN","LinkName","LinkType","LinkEstablishedDate"
21156,21951,"Marvell House Children's Centre","Children's Centre Link","01-01-1900"
21156,23226,"The Octagon Children's Centre","Children's Centre Link","01-01-1900"
21157,23042,"Sure Start Central Children's Centre","Children's Centre Link","01-01-1900"
21159,23375,"Children's Centre at Tyssen","Children's Centre Link","01-01-1900"
21161,20914,"Darlaston Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21162,23630,"South Children's Centre","Children's Centre Link","01-01-1900"
21166,20392,"Bradley Stoke Children's Centre","Children's Centre Link","01-01-1900"
21166,23261,"The Stokes Children's Centre","Children's Centre Link","01-01-1900"
21173,22290,"Owler Brook Children's Centre","Children's Centre Link","31-07-2017"
21173,20508,"Burngreave Children's Centre","Children's Centre Link","31-07-2017"
21173,23219,"The Meadow Children's Centre","Children's Centre Link","31-07-2017"
21173,22704,"Shiregreen Children's Centre","Children's Centre Link","31-07-2017"
21173,20435,"Brightside Children's Centre","Children's Centre Link","31-07-2017"
21174,22196,"Fulbridge Children's Centre","Children's Centre Link","01-01-1900"
21175,23381,"Upholland Children's Centre","Children's Centre Link","01-01-1900"
21182,20691,"Chickenley Earlsheaton & Shawcross Children's Centre","Children's Centre Link","01-01-1900"
21182,22681,"Shaw Cross Children's Centre","Children's Centre Link","01-01-1900"
21184,21093,"Turners Wood, Fleet Fireflies and Wild Rose Children's Centre","Children's Centre Link","01-01-1900"
21186,22329,"Partington Children's Centre","Children's Centre Link","01-01-1900"
21187,21956,"Masbro Childrens Centre","Children's Centre Link","16-06-2017"
21198,20537,"Cadland and Forest First Children's Centre","Children's Centre Link","01-01-1900"
21199,22469,"RAVENSDALE with Forest Town Children's Centre","Children's Centre Link","01-01-1900"
21202,23408,"Formerly Vauxhall Children's Centre","Children's Centre Link","01-01-1900"
21203,20324,"Bishopsworth Children's Centre","Children's Centre Link","01-01-1900"
21208,23020,"Central Link Children's Centre","Children's Centre Link","01-01-1900"
21210,20910,"Flying Start West Children's Centre","Children's Centre Link","01-01-1900"
21211,21012,"Early Days Children's Centre","Children's Centre Link","01-01-1900"
21222,23710,"Woodlark and Water Lilies Children's Centre","Children's Centre Link","01-01-1900"
21223,20322,"Fulham Palace Children's Centre","Children's Centre Link","01-01-1900"
21223,22100,"PSLA Children's Centre Services at New Kings Family Space","Children's Centre Link","01-01-1900"
21223,23739,"Ray's Playhouse Ltd.","Children's Centre Link","01-01-1900"
21225,21906,"Forest Children's Centre","Children's Centre Link","01-01-1900"
21227,23472,"Marks Gate Children's Centre","Children's Centre Link","01-01-1900"
21228,22301,"Paignton & Brixham Children's Centre","Children's Centre Link","01-01-1900"
21230,21451,"Hemswell","Children's Centre Link","01-01-1900"
21230,22970,"Sturton by Stow","Children's Centre Link","01-01-1900"
21232,23050,"Sure Start Lune Park Children's Centre","Children's Centre Link","01-01-1900"
21236,21512,"Hillview Children's Centre","Children's Centre Link","01-01-1900"
21237,22362,"South and West Hub - Pensby Children's Centre","Children's Centre Link","01-01-1900"
21238,23100,"Sedgemoor East","Children's Centre Link","01-01-1900"
21240,20378,"Bowes Children's Centre","Children's Centre Link","01-01-1900"
21244,20726,"Formerly Church & Mossley Hill Children Centre","Children's Centre Link","01-01-1900"
21251,22666,"Selhurst Children's Centre","Children's Centre Link","01-01-1900"
21252,21253,"Gipton Children's Centre","Children's Centre Link","01-01-1900"
21253,21252,"Gipton North Children's Centre","Children's Centre Link","01-01-1900"
21255,21017,"East Children's Centre","Children's Centre Link","01-01-1900"
21256,23208,"Leyfields Children's Centre","Children's Centre Link","01-01-1900"
21257,22961,"Street Building","Children's Centre Link","01-01-1900"
21257,23478,"Wells Building","Children's Centre Link","01-01-1900"
21263,23543,"Westleigh Children's and Community Centre","Children's Centre Link","29-04-2016"
21264,21795,"Lindley Children's Centre","Children's Centre Link","01-01-1900"
21268,20314,"Birstall & Birkenshaw Children's Centre","Children's Centre Link","01-01-1900"
21277,23042,"Sure Start Central Children's Centre","Children's Centre Link","01-01-1900"
21283,22091,"Netherton Children's Centre","Children's Centre Link","01-01-1900"
21285,21756,"Layton Children's Centre","Children's Centre Link","01-01-1900"
21286,21843,"Log Cabin Children's Centre","Children's Centre Link","01-01-1900"
21288,22757,"South Bank SureStart Children's Centre","Children's Centre Link","01-01-1900"
21292,21059,"Edith Kerrison Children's Centre","Children's Centre Link","21-06-2016"
21298,21393,"Harvey Start Well Link Centre","Children's Centre Link","01-01-1900"
21305,20056,"Alderwood and Greenacres Children's Centre","Children's Centre Link","01-01-1900"
21306,20308,"Birchills & North Walsall Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21308,21407,"Havelock Children's Centre","Children's Centre Link","01-01-1900"
21311,22834,"St Augustine's Children's Centre","Children's Centre Link","04-05-2016"
21314,21130,"Fairfield Children's Centre","Children's Centre Link","01-01-1900"
21314,22404,"Poplar Street Primary School & Children's Centre","Children's Centre Link","04-04-2017"
21314,20944,"Denton Children's Centre","Children's Centre Link","04-04-2017"
21314,20945,"Denton South Children's Centre/Haughton Green Centre","Children's Centre Link","04-04-2017"
21315,22825,"Springfield Children's Centre","Children's Centre Link","01-01-1900"
21319,20973,"Dormers Wells Children's Centre","Children's Centre Link","01-01-1900"
21319,21003,"Ealing Hospital Children's Centre","Children's Centre Link","01-01-1900"
21319,22786,"Southall Park Children's Centre","Children's Centre Link","01-01-1900"
21319,23618,"Windmill Park Children's Centre","Children's Centre Link","01-01-1900"
21322,21094,"Ely Child and Family Centre","Children's Centre Link","29-03-2018"
21324,22623,"Saltburn SureStart Children's Centre","Children's Centre Link","01-01-1900"
21324,22734,"Skelton SureStart Children's Centre","Children's Centre Link","01-01-1900"
21343,22329,"Partington Children's Centre","Children's Centre Link","01-01-1900"
21344,22329,"Partington Children's Centre","Children's Centre Link","01-01-1900"
21347,20313,"Shortbrook Children's Centre","Children's Centre Link","01-01-1900"
21348,22677,"Sharrow Children's Centre","Children's Centre Link","31-07-2017"
21351,23050,"Sure Start Lune Park Children's Centre","Children's Centre Link","01-01-1900"
21368,21701,"Kingswood Children's Centre","Children's Centre Link","01-01-1900"
21388,22447,"North West Locality Hub Lead -Queen's Park Children's Centre","Children's Centre Link","01-01-1900"
21389,22317,"Flying Start South Children's Centre","Children's Centre Link","04-07-2017"
21392,21963,"Wisteria Children's Centre","Children's Centre Link","01-01-1900"
21393,21298,"Great Lever Start Well Children's Centre","Children's Centre Link","01-01-1900"
21393,23230,"The Orchards Start Well Link Site","Children's Centre Link","01-01-1900"
21401,21843,"Log Cabin Children's Centre","Children's Centre Link","01-01-1900"
21403,20334,"Blakenall Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21404,21596,"Hyde Flowery Children's Centre","Children's Centre Link","04-04-2017"
21407,21308,"Greenfields Children's Centre","Children's Centre Link","01-01-1900"
21408,23196,"The Haven Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21414,21866,"Low Fold Children and Family Centre","Children's Centre Link","01-01-1900"
21418,22328,"Parr Children's Centre","Children's Centre Link","01-01-1900"
21420,22851,"St Ives Children's Centre","Children's Centre Link","01-01-1900"
21423,23266,"The TAB Children's Centre","Children's Centre Link","01-02-2016"
21437,22293,"Oxford Grove Start Well Children's Centre","Children's Centre Link","01-01-1900"
21442,20755,"Cleckheaton Childrens Centre","Children's Centre Link","01-01-1900"
21447,21838,"Lizard","Children's Centre Link","01-01-1900"
21447,22848,"St Elvan's","Children's Centre Link","01-01-1900"
21451,21230,"Gainsborough, Hemswell Cliff and Sturton Children's Centre","Children's Centre Link","01-01-1900"
21452,20418,"Brentry & Henbury Children's Centre","Children's Centre Link","01-01-1900"
21455,20506,"Southern Links Children's Centre","Children's Centre Link","01-01-1900"
21462,22309,"Park Children's Centre","Children's Centre Link","01-01-1900"
21475,23214,"The Lloyd Park Children Centre","Children's Centre Link","01-01-1900"
21476,22239,"Burnham-On-Sea Building","Children's Centre Link","01-01-1900"
21476,23271,"Cheddar Building","Children's Centre Link","01-01-1900"
21479,20631,"Charlestown and Lower Kersal and Summerville Children's Centre","Children's Centre Link","01-01-1900"
21479,21868,"Lower Broughton Children's Centre","Children's Centre Link","01-01-1900"
21479,22977,"Summerville Children's Centre","Children's Centre Link","01-01-1900"
21480,21854,"Longshaw Children's Centre","Children's Centre Link","01-01-1900"
21484,23138,"Thames Children's Centre","Children's Centre Link","01-01-1900"
21489,22869,"St Matthews Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21492,20756,"Cleethorpes Children's Centre (Reynolds)","Children's Centre Link","01-01-1900"
21498,21654,"Caterham Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21501,22255,"Little Hayes and Hillfields Early Years and Family Centre","Children's Centre Link","01-01-1900"
21504,22420,"Primrose Children's Centre","Children's Centre Link","31-07-2017"
21505,23645,"Woodberry Down Children's Centre","Children's Centre Link","01-01-1900"
21508,23346,"Tree Tops and Hillside Children's Centre","Children's Centre Link","01-01-1900"
21512,20695,"Grange","Children's Centre Link","01-01-1900"
21512,21089,"Elmgrove","Children's Centre Link","01-01-1900"
21512,21236,"Gange","Children's Centre Link","01-01-1900"
21512,21648,"Kenmore Park Children's Centre","Children's Centre Link","01-01-1900"
21512,22476,"Rayners Lane Children's Centre","Children's Centre Link","01-01-1900"
21515,22388,"Platt Bridge Sure Start Children's Centre","Children's Centre Link","29-04-2016"
21516,22853,"St John Vianney RC Primary School and Children's Centre","Children's Centre Link","01-01-1900"
21523,23079,"Sutton Bridge Children's Centre","Children's Centre Link","01-01-1900"
21527,21528,"Hollingdean Sure Start Children's Centre","Children's Centre Link","12-04-2016"
21528,22417,"Preston Park Children's Centre","Children's Centre Link","01-01-1900"
21528,21527,"Hollingbury and Patcham Children's Centre","Children's Centre Link","12-04-2016"
21528,23531,"Westdene Children's Centre","Children's Centre Link","12-04-2016"
21529,21596,"Hyde Flowery Children's Centre","Children's Centre Link","04-04-2017"
21535,20800,"Colne Valley Children's Centre","Children's Centre Link","01-01-1900"
21536,20940,"Denby Dale & Skelmanthorpe Children's Centre","Children's Centre Link","01-01-1900"
21540,22677,"Sharrow Children's Centre","Children's Centre Link","31-07-2017"
21541,21865,"Louth and Holton-le-Clay Children's Centre","Children's Centre Link","01-01-1900"
21546,20420,"Bretton Children's Centre","Children's Centre Link","01-01-1900"
21551,23536,"Westfield Sure Start Children's Centre","Children's Centre Link","29-04-2016"
21556,22810,"Spilsby, Horncastle and Tattershall Children's Centre","Children's Centre Link","01-01-1900"
21557,22909,"Stanford Childrens Centre P2-6","Children's Centre Link","01-01-1900"
21561,22366,"Perivale Children's Centre","Children's Centre Link","01-01-1900"
21565,22293,"Oxford Grove Start Well Children's Centre","Children's Centre Link","01-01-1900"
21577,23051,"Newsome and Lowerhouses Children's Centre","Children's Centre Link","01-01-1900"
21579,20057,"Alexandra Start Well Children's Centre","Children's Centre Link","01-01-1900"
21580,21605,"Immingham Children's Centre","Children's Centre Link","01-01-1900"
21591,20261,"Belle Vale & Hunts Cross Children's Centre","Children's Centre Link","01-01-1900"
21596,21529,"Longdendale Children's Centre","Children's Centre Link","04-04-2017"
21596,21404,"Hattersley Childrens Centre","Children's Centre Link","04-04-2017"
21602,20630,"South Somerset West","Children's Centre Link","01-01-1900"
21605,21580,"Humberston Outreach","Children's Centre Link","01-01-1900"
21606,20246,"Beech Hill & Sacred Heart Children's Centre","Children's Centre Link","29-04-2016"
21606,20974,"Douglas Valley Sure Start Children's Centre","Children's Centre Link","29-04-2016"
21606,22698,"Shevington Sure Start Children's Centre","Children's Centre Link","29-04-2016"
21606,22908,"Standish & Aspull Children's Centre","Children's Centre Link","29-04-2016"
21608,23142,"The Acorns Children's Centre","Children's Centre Link","01-01-1900"
21610,21618,"Ivy Gardens Children's Centre","Children's Centre Link","01-01-1900"
21610,22898,"The Children's Centre at St Marks","Children's Centre Link","01-01-1900"
21610,21871,"Lower Morden Children's Centre","Children's Centre Link","06-09-2017"
21610,22125,"Newminster Children's Centre","Children's Centre Link","06-09-2017"
21611,22441,"Quaggy Children's Centre","Children's Centre Link","01-01-1900"
21616,21982,"Petts Hill Children's Centre","Children's Centre Link","01-01-1900"
21616,22207,"Northolt Park Children's Centre","Children's Centre Link","01-01-1900"
21618,21610,"Acacia Centre","Children's Centre Link","01-01-1900"
21625,22228,"South Somerset Central","Children's Centre Link","01-01-1900"
21628,23594,"William Bellamy Children's Centre","Children's Centre Link","01-01-1900"
21629,22755,"South Acton Children's Centre","Children's Centre Link","01-01-1900"
21630,23485,"Wensley Fold Children's Centre","Children's Centre Link","01-01-1900"
21631,22243,"Old Church Nursery School","Children's Centre Link","01-01-1900"
21632,23084,"Swalecliffe Children's Centre","Children's Centre Link","01-01-1900"
21634,21843,"Log Cabin Children's Centre","Children's Centre Link","01-01-1900"
21636,23251,"The Robins SSCC","Children's Centre Link","01-04-2015"
21636,23144,"The Apple Trust","Children's Centre Link","01-04-2015"
21642,21858,"Grosvenor Start Well Link Site","Children's Centre Link","01-01-1900"
21648,21512,"Hillview Children's Centre","Children's Centre Link","01-01-1900"
21649,21049,"Ecclesbourne Children's Centre","Children's Centre Link","01-01-1900"
21649,22156,"Norbury Manor Children's Centre","Children's Centre Link","01-01-1900"
21649,23299,"Thornton Heath Children's Centre","Children's Centre Link","01-01-1900"
21649,23627,"Winterbourne Children's Centre","Children's Centre Link","01-01-1900"
21653,23313,"Thurnby Lodge Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21654,21498,"Caterham Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21658,20579,"Barnes Children's Centre","Children's Centre Link","01-01-1900"
21666,22705,"Shiremoor Children's Centre","Children's Centre Link","01-01-1900"
21669,22556,"Rotherham Central Children's Centre","Children's Centre Link","01-01-1900"
21674,21141,"Farnborough Road First Steps Children's Centre","Children's Centre Link","01-01-1900"
21679,22979,"Sunbeams and Reign and Shine Children's Centre","Children's Centre Link","01-01-1900"
21689,20068,"Darfield Family Centre","Children's Centre Link","11-05-2016"
21693,22155,"Norbiton Children's Centre","Children's Centre Link","01-01-1900"
21695,21725,"Lache Children's Centre","Children's Centre Link","01-01-1900"
21701,21368,"Hanham Children's Centre","Children's Centre Link","01-01-1900"
21703,21828,"Kingswood Primary School & Children's Centre","Children's Centre Link","01-01-1900"
21710,20940,"Denby Dale & Skelmanthorpe Children's Centre","Children's Centre Link","01-01-1900"
21714,22291,"Owlet Children & Family Centre","Children's Centre Link","01-09-2015"
21717,23109,"Tame Valley Children's Centre","Children's Centre Link","08-01-2018"
21720,20733,"South Locality Hub Lead - Churchill Gardens Children's Centre","Children's Centre Link","01-01-1900"
21722,23715,"Yew Tree Children's Centre","Children's Centre Link","01-01-1900"
21725,21695,"Kingsway and Upton Children's Centre","Children's Centre Link","01-01-1900"
21733,21156,"Fenchurch Street Children's Centre","Children's Centre Link","01-01-1900"
21744,22617,"Saffron Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21748,20270,"Central Children's Centre","Children's Centre Link","01-01-1900"
21750,20491,"Bude Children's Centre","Children's Centre Link","01-01-1900"
21754,22924,"Steers Mead Children's Centres","Children's Centre Link","06-09-2017"
21756,21285,"Grange Park Children's Centre","Children's Centre Link","01-01-1900"
21759,20933,"Gateshead Children's Centre @ Deckham","Children's Centre Link","01-01-1900"
21761,22647,"Wallasey Hub - Seacombe Children's Centre","Children's Centre Link","01-01-1900"
21762,20128,"Ashtead Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21762,23479,"Wellspring Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21768,23543,"Westleigh Children's and Community Centre","Children's Centre Link","29-04-2016"
21770,20308,"Birchills & North Walsall Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21772,20110,"Sure Start West Children's Centre","Children's Centre Link","01-01-1900"
21775,20872,"The Valley Start Well Link Site","Children's Centre Link","01-01-1900"
21778,21940,"Marsh Green Children's Centre","Children's Centre Link","01-01-1900"
21781,20914,"Darlaston Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21785,21939,"Flying Start North @ Redgrave CYP Centre","Children's Centre Link","04-07-2017"
21787,21981,"Academy Gardens Children's Centre","Children's Centre Link","01-01-1900"
21788,20528,"Bishop David Sheppard Children's Centre","Children's Centre Link","01-01-1900"
21788,22308,"Parenting 2000 Children's Centre","Children's Centre Link","01-01-1900"
21790,23049,"Lincoln Central and Bracebridge Children's Centre","Children's Centre Link","01-01-1900"
21791,20499,"Mile End Children's Centre","Children's Centre Link","01-01-1900"
21793,20566,"Carholme Children's Centre","Children's Centre Link","01-01-1900"
21794,20465,"Brook Satellite Children's Centre","Children's Centre Link","01-01-1900"
21794,20801,"Comberton Children's Centre","Children's Centre Link","01-01-1900"
21795,21264,"Golcar, Cowlersley and Milnsbridge Children's Centre","Children's Centre Link","01-01-1900"
21799,22635,"Sawston Child and Family Zone","Children's Centre Link","29-03-2018"
21800,22647,"Wallasey Hub - Seacombe Children's Centre","Children's Centre Link","01-01-1900"
21813,20638,"Apple Tree Children's Centre","Children's Centre Link","01-01-1900"
21814,22668,"Seven Trees Children's Centre - EY272664","Children's Centre Link","01-01-1900"
21816,20362,"Boothstown/Ellenbrook Children's Centre","Children's Centre Link","01-01-1900"
21816,22874,"St Paul's Heathside Children's Centre","Children's Centre Link","01-01-1900"
21817,21858,"Grosvenor Start Well Link Site","Children's Centre Link","01-01-1900"
21822,22068,"Mowlem Children's Centre","Children's Centre Link","01-01-1900"
21828,21703,"Kingswood Children's Centre at Norwood Park","Children's Centre Link","01-01-1900"
21831,23267,"The Tree House and Little Waves Children's Centre","Children's Centre Link","01-01-1900"
21836,20314,"Birstall & Birkenshaw Children's Centre","Children's Centre Link","01-01-1900"
21838,21447,"Helston Children's Centre","Children's Centre Link","01-01-1900"
21843,20812,"Copley Close Children's Centre","Children's Centre Link","01-01-1900"
21843,21286,"Grange Children's Centre","Children's Centre Link","01-01-1900"
21843,21401,"Hathaway Children's Centre","Children's Centre Link","01-01-1900"
21843,21634,"Jubilee Hall Children's Centre","Children's Centre Link","01-01-1900"
21843,22172,"North Ealing Children's Centre","Children's Centre Link","01-01-1900"
21846,23139,"The Ditton's Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21853,23142,"The Acorns Children's Centre","Children's Centre Link","01-01-1900"
21854,21480,"Higher Croft Children's Centre","Children's Centre Link","01-01-1900"
21856,23434,"Wade Hall Children's Centre","Children's Centre Link","01-01-1900"
21858,21642,"Kearsley Start Well Link Site","Children's Centre Link","01-01-1900"
21858,21817,"Mytham Start Well Link Site","Children's Centre Link","01-01-1900"
21861,22963,"Stretford Children's Centre","Children's Centre Link","01-01-1900"
21862,23434,"Wade Hall Children's Centre","Children's Centre Link","01-01-1900"
21865,20304,"Binbrook Children's Centre","Children's Centre Link","01-01-1900"
21865,21541,"Holton Le Clay","Children's Centre Link","01-01-1900"
21866,21414,"Treetops Children's Centre","Children's Centre Link","01-08-2015"
21867,22029,"Mission Grove Children Centre","Children's Centre Link","01-01-1900"
21867,23097,"Sybourn Children's Centre","Children's Centre Link","01-01-1900"
21868,21479,"East Central Children's Centre","Children's Centre Link","01-01-1900"
21869,23246,"The Red Kite Children's Centre","Children's Centre Link","01-01-1900"
21871,21610,"Acacia Centre","Children's Centre Link","06-09-2017"
21872,23051,"Newsome and Lowerhouses Children's Centre","Children's Centre Link","01-01-1900"
21873,23543,"Westleigh Children's and Community Centre","Children's Centre Link","29-04-2016"
21874,21875,"Loxford Children's Centre","Children's Centre Link","01-01-1900"
21875,21874,"St Luke's Children's Centre","Children's Centre Link","01-01-1900"
21877,20856,"Craven Arms Children's Centre delivery point","Children's Centre Link","01-01-1900"
21878,22660,"Athersley Family Centre","Children's Centre Link","11-05-2016"
21880,20707,"Lily Pads and The Courtyard Children's Centre","Children's Centre Link","01-01-1900"
21882,23550,"Westy Children's Centre","Children's Centre Link","01-01-1900"
21883,22768,"Footprints Children and Family Centre","Children's Centre Link","01-01-1900"
21884,22503,"Ridge Hill Children's Centre","Children's Centre Link","04-04-2017"
21887,20641,"Chatham Children's Centre","Children's Centre Link","01-01-1900"
21888,22218,"Oak Tree Children's Centre","Children's Centre Link","01-01-1900"
21893,20730,"North East Locality Hub Lead - Portman Early Childhood Centre","Children's Centre Link","01-01-1900"
21896,20966,"Dodmire Children's Centre","Children's Centre Link","01-01-1900"
21902,22429,"Roseland Children's Centre","Children's Centre Link","01-01-1900"
21902,23359,"Trelander Community & Children's Centre","Children's Centre Link","01-01-1900"
21906,21225,"Fullwell and Forest Children's Centre","Children's Centre Link","01-01-1900"
21907,22920,"Staple Hill Children's Centre","Children's Centre Link","01-01-1900"
21908,20915,"Darnall Children's Centre","Children's Centre Link","01-01-1900"
21919,23751,"Maple Trees at Matchborough","Children's Centre Link","01-01-1900"
21922,22755,"South Acton Children's Centre","Children's Centre Link","01-01-1900"
21923,21138,"The Willows and Maples Children's Centre","Children's Centre Link","01-01-1900"
21926,22927,"Stepping Stones Children's Centre","Children's Centre Link","01-01-1900"
21928,21110,"Estcourt","Children's Centre Link","01-01-1900"
21931,22905,"Stamford and Market Deeping Children's Centre","Children's Centre Link","01-01-1900"
21935,20539,"Caistor Childrens Centre","Children's Centre Link","01-01-1900"
21939,21785,"Flying Start North Children's Centre","Children's Centre Link","04-07-2017"
21940,21778,"Leys Children's Centre","Children's Centre Link","01-01-1900"
21941,20733,"South Locality Hub Lead - Churchill Gardens Children's Centre","Children's Centre Link","01-01-1900"
21944,22484,"Redcar Coast SureStart Children's Centre","Children's Centre Link","01-01-1900"
21951,21156,"Fenchurch Street Children's Centre","Children's Centre Link","01-01-1900"
21953,22118,"Newcastle-under-Lyme Children's Centre","Children's Centre Link","01-01-1900"
21955,20730,"North East Locality Hub Lead - Portman Early Childhood Centre","Children's Centre Link","01-01-1900"
21956,22685,"Shepherds Bush Families Project and children's centre","Children's Centre Link","01-01-1900"
21956,23738,"Avonmore Neighbourhood Family Centre","Children's Centre Link","01-01-1900"
21956,23740,"Masbro Brook Green Children's Centre","Children's Centre Link","01-01-1900"
21956,21187,"Flora Gardens children's centre","Children's Centre Link","03-04-2017"
21956,22159,"PSLA Children's Centre Services at Normand Croft Community School","Children's Centre Link","16-06-2017"
21958,20933,"Gateshead Children's Centre @ Deckham","Children's Centre Link","01-01-1900"
21962,22869,"St Matthews Sure Start Children's Centre","Children's Centre Link","01-01-1900"
21963,21392,"Little Saplings and Wisteria Children's Centre","Children's Centre Link","01-01-1900"
21965,22225,"Oakfield Children's Centre","Children's Centre Link","01-01-1900"
21968,23232,"The Parks Children's Centre","Children's Centre Link","01-01-1900"
21977,20624,"Meanwood and Chapel Allerton Children's Centre","Children's Centre Link","01-01-1900"
21981,21787,"Limetrees Park Children's Centre","Children's Centre Link","01-01-1900"
21981,23614,"Windmill Children's Centre","Children's Centre Link","01-01-1900"
21982,21616,"Islip Manor Children's Centre","Children's Centre Link","01-01-1900"
21985,20220,"Bayonne Children's Centre","Children's Centre Link","01-01-1900"
21990,20323,"Little Petals Children's Centre","Children's Centre Link","01-01-1900"
21990,20942,"Happy Valley Children's Centre","Children's Centre Link","01-01-1900"
21995,20730,"North East Locality Hub Lead - Portman Early Childhood Centre","Children's Centre Link","01-01-1900"
22002,22626,"Sandbach Children's Centre","Children's Centre Link","01-01-1900"
22007,20050,"Albert Road Children's Centre","Children's Centre Link","01-01-1900"
22011,20873,"Crookhorn Lane Children's Centre","Children's Centre Link","01-01-1900"
22014,22503,"Ridge Hill Children's Centre","Children's Centre Link","01-01-1900"
22022,22941,"Stoke-on-Trent North Children's Centre","Children's Centre Link","01-01-1900"
22024,20888,"Cumberland Children's Centre","Children's Centre Link","01-01-1900"
22024,22845,"St. Cuthbert's Community Centre","Children's Centre Link","01-01-1900"
22026,22659,"Sebright Children's Centre","Children's Centre Link","01-01-1900"
22029,21867,"Walthamstow West Children's Centre","Children's Centre Link","01-01-1900"
22035,20797,"Collingwood Children's Centre","Children's Centre Link","01-01-1900"
22036,21012,"Early Days Children's Centre","Children's Centre Link","01-01-1900"
22038,22943,"Stokewood and Winton Children's Centre","Children's Centre Link","01-01-1900"
22051,20096,"Ann Tayler Children's Centre","Children's Centre Link","01-01-1900"
22052,20126,"Ashington/Morpeth Children's Centre","Children's Centre Link","13-01-2020"
22054,20579,"Barnes Children's Centre","Children's Centre Link","01-01-1900"
22056,20138,"Atherton Sure Start Children's Centre","Children's Centre Link","29-04-2016"
22057,23020,"Central Link Children's Centre","Children's Centre Link","01-01-1900"
22059,23096,"Swinton Moorside Children's Centre","Children's Centre Link","01-01-1900"
22060,22503,"Ridge Hill Children's Centre","Children's Centre Link","04-04-2017"
22063,20737,"City View Children's Centre","Children's Centre Link","12-04-2016"
22064,22818,"Spring Wood Children's Centre","Children's Centre Link","01-01-1900"
22068,21822,"Little Oaks Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22070,23459,"Waterways Children's Centre","Children's Centre Link","01-01-1900"
22071,22413,"Pound Park Nursery School and Children's Centre","Children's Centre Link","01-01-1900"
22088,23414,"Sedgemoor West","Children's Centre Link","01-01-1900"
22090,23313,"Thurnby Lodge Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22091,21283,"The Grange Primary School and Childrens centre","Children's Centre Link","01-01-1900"
22100,21223,"Fulham Central children's centre","Children's Centre Link","01-01-1900"
22105,20404,"Braunstone Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22112,23042,"Sure Start Central Children's Centre","Children's Centre Link","01-01-1900"
22115,20110,"Sure Start West Children's Centre","Children's Centre Link","01-01-1900"
22117,22281,"Ouseburn","Children's Centre Link","01-01-1900"
22117,22765,"South Heaton","Children's Centre Link","01-01-1900"
22117,23070,"Sure Start Woodlands Children's Centre","Children's Centre Link","01-01-1900"
22117,23438,"Walkergate Children's Centre","Children's Centre Link","01-01-1900"
22118,21953,"Maryhill Children's Centre","Children's Centre Link","01-01-1900"
22124,22363,"West Penwith Children's Centre","Children's Centre Link","01-01-1900"
22125,21610,"Acacia Centre","Children's Centre Link","06-09-2017"
22126,22515,"Riverley Children Centre","Children's Centre Link","01-01-1900"
22128,22842,"St Columb Minor","Children's Centre Link","01-01-1900"
22128,23038,"St Columb Major Children's Centre","Children's Centre Link","01-01-1900"
22138,22328,"Parr Children's Centre","Children's Centre Link","01-01-1900"
22155,21693,"Kingston Hill Children's Centre","Children's Centre Link","01-01-1900"
22156,21649,"Kensington Avenue Children's Centre","Children's Centre Link","01-01-1900"
22159,21956,"Masbro Childrens Centre","Children's Centre Link","16-06-2017"
22160,23521,"West Street Children's Centre","Children's Centre Link","01-01-1900"
22169,20912,"Danson Children's Centre","Children's Centre Link","05-05-2016"
22172,21843,"Log Cabin Children's Centre","Children's Centre Link","01-01-1900"
22173,23600,"Willows Centre for Children","Children's Centre Link","01-01-1900"
22174,22869,"St Matthews Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22177,23018,"Birchwood and North Hykeham Children's Centre","Children's Centre Link","01-01-1900"
22182,23042,"Sure Start Central Children's Centre","Children's Centre Link","01-01-1900"
22185,22774,"South Portslade Children's Centre","Children's Centre Link","01-01-1900"
22196,21174,"First Steps Children's Centre","Children's Centre Link","01-01-1900"
22200,23521,"West Street Children's Centre","Children's Centre Link","05-05-2016"
22201,22907,"Stamshaw Children's Centre","Children's Centre Link","01-01-1900"
22204,23042,"Sure Start Central Children's Centre","Children's Centre Link","01-01-1900"
22205,20257,"Belgrave and Rushey Mead Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22205,22885,"St Saviours Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22205,23646,"Woodbridge Sure Start Children's Centre","Children's Centre Link","01-01-1900"
22207,21616,"Islip Manor Children's Centre","Children's Centre Link","01-01-1900"
